"carat","cut","color","clarity","depth","table","price","x","y","z","V11"
"22518",1.21,"Ideal","E","VS2",61.8,53,11258,6.86,6.9,4.25,0.539776389952749
"22519",1.31,"Ideal","G","VS1",62,53,10764,7.06,7.07,4.37,0.372911294922233
"22520",1.26,"Ideal","G","VVS2",60.7,56,14988,7.05,7.03,4.27,0.451366512803361
"22521",1.5,"Very Good","H","VS2",61.6,55,7240,7.37,7.43,4.56,0.703231089748442
"22522",2.01,"Premium","I","SI2",62.7,58,NA,8.02,7.97,5.01,0.0952917563263327
"22523",1.53,"Ideal","I","VS1",61.5,55,13362,7.4,7.42,4.56,0.6020856811665
"22524",1.64,"Ideal","I","VS2",62.5,56,14248,7.58,7.52,4.72,0.640237799845636
"22525",1,"Fair","D","VVS2",61.1,57,2442,6.37,6.3,3.87,0.208631896181032
"22526",1.5,"Premium","H","SI1",61.8,60,9187,7.31,7.23,4.49,0.374732420081273
"22527",1.01,"Good","E","VVS1",63.1,59,NA,6.31,6.34,3.99,0.0318032356444746
"22528",1.62,"Very Good","H","SI1",63.1,56,NA,7.38,7.51,4.7,0.0205147373490036
"22529",1.21,"Ideal","G","VVS2",61.3,57,12234,6.83,6.85,4.19,0.206748018041253
"22530",1.51,"Premium","E","SI2",60.6,59,9373,7.47,7.41,4.51,0.662828909000382
"22531",1.56,"Ideal","F","SI2",61.2,55,NA,7.47,7.57,4.6,0.0117926418315619
"22532",1.23,"Ideal","G","VVS1",61.8,56,14820,6.8,6.89,4.24,0.605693398509175
"22533",1.86,"Premium","G","SI2",62.5,60,8623,7.9,7.8,4.91,0.644214664120227
"22534",1.7,"Premium","G","SI2",62.5,58,9057,7.53,7.6,4.73,0.794854202307761
"22535",1.32,"Very Good","F","VS1",60.3,57,7878,7.08,7.12,4.28,0.161096116062254
"22536",1.51,"Very Good","G","SI1",59.6,60,6618,7.42,7.45,4.43,0.595919885672629
"22537",1.51,"Ideal","I","VS1",61.6,56,NA,7.37,7.43,4.56,0.0922612273134291
"22538",1.1,"Premium","E","VVS2",60.1,58,8342,6.76,6.69,4.04,0.935983586357906
"22539",1,"Ideal","F","VVS2",61.3,53,NA,6.44,6.48,3.96,0.0918462981935591
"22540",2.02,"Ideal","I","SI2",62.3,55,13643,8.1,8.06,5.03,0.647031128872186
"22541",3.02,"Fair","I","I1",65.2,56,NA,9.11,9.02,5.91,0.0223829145543277
"22542",1.02,"Premium","D","VVS2",61.4,58,8236,6.43,6.46,3.96,0.933859457960352
"22543",1.61,"Very Good","E","SI2",60.4,58,7466,7.59,7.64,4.6,0.994179929606616
"22544",1.2,"Premium","F","VVS2",62.8,60,9407,6.79,6.74,4.25,0.865150097291917
"22545",1.23,"Ideal","F","VVS2",63,55,11388,6.89,6.79,4.31,0.589334715157747
"22546",1.79,"Premium","J","VS2",62.5,60,8610,7.76,7.69,4.83,0.19360334216617
"22547",1.41,"Ideal","G","VS2",60.8,55,13907,7.27,7.2,4.4,0.805390623165295
"22548",1.24,"Premium","G","IF",60.5,58,8847,6.94,7,4.22,0.730826190207154
"22549",1.5,"Premium","H","VS1",59.3,61,8766,7.53,7.47,4.45,0.755788393551484
"22550",1.5,"Very Good","H","VS1",63.4,56,6384,7.29,7.25,4.61,0.403171316720545
"22551",1.51,"Ideal","E","SI2",61.9,56,14822,7.31,7.36,4.54,0.776366153731942
"22552",1.7,"Ideal","J","VS1",60.9,58,14593,7.73,7.68,4.69,0.937159954803064
"22553",1.52,"Ideal","H","SI1",61.5,58,13487,7.4,7.36,4.54,0.431147430324927
"22554",1.69,"Premium","I","VS2",62.4,58,8542,7.66,7.53,4.74,0.163719278294593
"22555",1.53,"Very Good","I","VS1",62.8,55,NA,7.35,7.4,4.63,0.0949499506969005
"22556",1.35,"Ideal","D","VS2",61.3,57,10904,7.09,7.13,4.36,0.243536041583866
"22557",1.11,"Ideal","F","VVS1",61.9,57,14436,6.66,6.62,4.11,0.653170281089842
"22558",1.03,"Ideal","D","VS1",61.7,57,14702,6.45,6.48,3.99,0.846331162611023
"22559",1.58,"Very Good","H","VS2",61.4,60,7894,7.49,7.44,4.58,0.424583951244131
"22560",1.43,"Premium","G","VS2",62.2,58,8805,7.18,7.15,4.46,0.442701180931181
"22561",1.23,"Very Good","F","VS1",59.3,59,7552,6.98,7.01,4.15,0.903315391857177
"22562",1.52,"Ideal","I","IF",62.2,57,14688,7.33,7.27,4.54,0.767138439230621
"22563",1.29,"Ideal","G","VVS2",62.4,57,14816,6.94,6.97,4.34,0.744192511076108
"22564",1.03,"Ideal","F","IF",63.1,55,14550,6.45,6.46,4.07,0.627200029790401
"22565",1.5,"Good","G","SI1",63.7,59,4090,7.23,7.19,4.59,0.175750921247527
"22566",1.52,"Very Good","H","VS2",63.3,57,7889,7.33,7.32,4.64,0.866011088015512
"22567",1.5,"Good","G","SI1",64.2,58,4334,7.2,7.14,4.6,0.441712837899104
"22568",1.5,"Premium","G","SI1",62.3,58,9339,7.33,7.27,4.55,0.731304058106616
"22569",1.58,"Premium","I","VS1",61.1,59,8114,7.52,7.44,4.57,0.735519304405898
"22570",1.03,"Ideal","F","VVS1",62.1,56.3,11201,6.43,6.5,4.02,0.88981918967329
"22571",1.75,"Premium","J","VS1",62.2,59,NA,7.74,7.7,4.8,0.0653795062098652
"22572",1.22,"Ideal","E","VS1",62.4,54,12415,6.77,6.88,4.26,0.159936759155244
"22573",1.52,"Fair","G","VS2",55.2,66,NA,7.72,7.67,4.26,0.0929017390590161
"22574",1.51,"Premium","I","VVS2",61.1,60,9002,7.33,7.36,4.49,0.951791769824922
"22575",1.52,"Premium","D","SI2",59.8,60,9435,7.5,7.42,4.46,0.885178928263485
"22576",1.4,"Premium","F","VS2",61.5,60,9503,7.25,7.18,4.44,0.318263341439888
"22577",1.5,"Very Good","E","SI1",58.6,62,6544,7.43,7.46,4.36,0.819546222919598
"22578",1.51,"Good","H","VS2",63.5,60,5683,7.24,7.27,4.61,0.730534626170993
"22579",2.63,"Premium","J","I1",62.3,61,8138,8.81,8.76,5.47,0.538788320496678
"22580",1.32,"Ideal","G","VS1",62.4,53,14335,7.03,7.08,4.4,0.379750247346237
"22581",1.5,"Very Good","G","SI1",63.6,58,7114,7.14,7.29,4.59,0.109985496848822
"22582",1.57,"Ideal","I","SI1",62.2,56,11108,7.42,7.47,4.63,0.438517468515784
"22583",1.75,"Very Good","I","SI1",62.8,59,6879,7.62,7.66,4.8,0.26221933029592
"22584",1.25,"Ideal","G","VVS2",61.5,55,14358,6.92,6.94,4.26,0.425501735182479
"22585",1.25,"Ideal","G","VVS2",62.5,54,12913,6.88,6.93,4.31,0.503476287703961
"22586",1.35,"Ideal","H","VVS1",61.9,57,11507,7.06,7.09,4.38,0.667380442610011
"22587",2,"Good","I","VS2",64,60,4298,7.9,7.83,5.04,0.786604792810977
"22588",1.25,"Premium","E","VS2",61.5,58,9624,6.98,6.91,4.27,0.184668893460184
"22589",1.52,"Premium","G","VS1",58.8,61,8656,7.54,7.45,4.41,0.865542453248054
"22590",1.02,"Very Good","E","VVS1",60.2,60,7960,6.39,6.54,3.89,0.469936782261357
"22591",1.52,"Ideal","I","VS1",62.4,57,11574,7.32,7.36,4.58,0.305976442759857
"22592",1.56,"Ideal","H","SI1",60.4,59,10894,7.5,7.53,4.54,0.340820773737505
"22593",1.15,"Ideal","G","VVS1",62.7,56,11635,6.69,6.67,4.19,0.626735815545544
"22594",1.5,"Fair","G","VS2",66.2,53,2592,7.12,7.08,4.7,0.205480545060709
"22595",1.6,"Very Good","D","SI2",60.6,58,6705,7.55,7.61,4.59,0.624264870304614
"22596",1.5,"Ideal","I","VVS2",61.7,55,11271,7.32,7.39,4.54,0.478269529528916
"22597",1.23,"Ideal","G","VVS2",60.8,57,13618,6.89,6.92,4.2,0.722060619853437
"22598",1.23,"Very Good","F","VVS2",58.5,59,6142,6.98,7.07,4.11,0.404846759978682
"22599",1.5,"Very Good","H","VS1",63.4,59,NA,7.13,7.2,4.54,0.0212183897383511
"22600",1.3,"Very Good","G","VS1",62.5,58,6878,6.9,6.95,4.33,0.862275130813941
"22601",1.51,"Premium","G","SI1",60.4,58,9117,7.46,7.38,4.48,0.135540775256231
"22602",1.51,"Premium","H","VS1",59.6,60,8086,7.5,7.41,4.44,0.291114384075627
"22603",1.51,"Ideal","I","VS1",63.2,57,14642,7.4,7.28,4.62,0.209271065890789
"22604",1.35,"Ideal","G","VS1",62.7,57,11007,7.02,7.07,4.42,0.54570469702594
"22605",1.27,"Ideal","F","VS2",61,54,13944,7,7.02,4.28,0.109444185392931
"22606",1.79,"Ideal","J","VS2",61.8,56,12561,7.74,7.85,4.82,0.594190885545686
"22607",1.53,"Ideal","H","SI1",61.1,57,13761,7.45,7.44,4.55,0.160848667612299
"22608",1.53,"Premium","H","SI1",61,61,9388,7.45,7.4,4.53,0.506767241749913
"22609",2.22,"Very Good","J","SI2",61.2,63,7431,8.33,8.23,5.07,0.833404460223392
"22610",1.7,"Ideal","I","VS2",61.1,57,NA,7.7,7.66,4.69,0.063611927209422
"22611",1.6,"Ideal","F","SI2",61.7,56,11161,7.53,7.5,4.64,0.397124923299998
"22612",1.7,"Premium","I","VS2",62.7,58,8581,7.57,7.52,4.73,0.758185487473384
"22613",1.09,"Very Good","F","IF",61.1,58,7872,6.63,6.69,4.07,0.286880632163957
"22614",1.52,"Good","F","SI1",63.6,54,4881,7.33,7.22,4.63,0.576459874864668
"22615",2.02,"Good","J","SI2",64.4,60,5828,7.87,7.93,5.09,0.212507024640217
"22616",1.78,"Premium","H","SI2",61,61,8683,7.88,7.82,4.79,0.314672599779442
"22617",1.5,"Premium","H","VS2",60.6,61,9631,7.34,7.31,4.44,0.129027423681691
"22618",1.62,"Premium","I","VS2",60.1,59,9214,7.63,7.6,4.58,0.463517658179626
"22619",1.26,"Premium","F","VS1",62,58,8246,6.95,6.88,4.29,0.633867599302903
"22620",1.5,"Good","G","VS2",63.7,57,5088,7.29,7.25,4.63,0.63160839327611
"22621",2.01,"Fair","I","SI2",66.5,61,2563,7.81,7.75,5.17,0.810033091809601
"22622",1.02,"Very Good","E","VVS1",62.2,57,6387,6.4,6.59,4.04,0.148878078907728
"22623",1.7,"Very Good","I","SI1",61.9,62,6712,7.52,7.58,4.67,0.351832814980298
"22624",1.63,"Ideal","G","SI2",62.6,53,12429,7.55,7.49,4.71,0.24230537423864
"22625",1.5,"Very Good","H","VS1",60.7,58,7502,7.35,7.42,4.48,0.272807759232819
"22626",1.75,"Very Good","J","VS1",61.5,59,7660,7.75,7.83,4.79,0.741728872060776
"22627",1.17,"Very Good","D","VS1",60.5,57,7106,6.79,6.86,4.13,0.356901582330465
"22628",1.71,"Very Good","I","SI1",62.4,59,7950,7.63,7.6,4.75,0.298671601805836
"22629",1.68,"Ideal","J","VS1",61.1,57,11203,7.64,7.7,4.69,0.28437452763319
"22630",1.57,"Very Good","I","VS1",62.7,58,NA,7.41,7.43,4.65,0.0527857958804816
"22631",1.5,"Very Good","F","SI1",63.4,60,7562,7.2,7.27,4.59,0.123486658558249
"22632",1.59,"Very Good","D","SI2",59.9,59,7214,7.6,7.52,4.53,0.717956182081252
"22633",1.21,"Ideal","G","VS1",61.3,57,11230,6.82,6.87,4.2,0.469944935524836
"22634",1.21,"Ideal","G","VS1",61.6,57,NA,6.85,6.87,4.22,0.0596551806665957
"22635",1.21,"Ideal","G","VS1",61.8,57,11795,6.81,6.86,4.23,0.688651353586465
"22636",1.51,"Premium","H","VS2",60.7,58,9835,7.45,7.4,4.51,0.440240929368883
"22637",1.51,"Ideal","H","VS2",62.6,57,NA,7.37,7.33,4.6,0.0452563823200762
"22638",2,"Ideal","F","I1",60.3,56,11645,8.27,8.16,4.94,0.871664262842387
"22639",1.71,"Premium","H","SI2",62.5,57,9418,7.67,7.62,4.78,0.201870389748365
"22640",1.01,"Ideal","F","IF",62,58,11811,6.41,6.46,3.99,0.111364425159991
"22641",1.51,"Premium","G","SI1",62.2,58,9998,7.3,7.26,4.53,0.568257632432505
"22642",1.51,"Premium","G","SI1",62.4,62,NA,7.25,7.12,4.48,0.0797508398536593
"22643",1.66,"Ideal","I","VS1",61,55,10313,7.67,7.64,4.67,0.791960049420595
"22644",1.5,"Good","H","VS2",63.9,60,4061,7.17,7.22,4.6,0.309753091074526
"22645",1.5,"Ideal","H","VS2",62.2,57,11781,7.27,7.33,4.54,0.659072073409334
"22646",1.01,"Very Good","E","VVS1",61.6,58,6079,6.45,6.57,4.01,0.587146939709783
"22647",1.51,"Ideal","F","SI1",62.5,57,14636,7.27,7.32,4.56,0.231128732906654
"22648",1.51,"Premium","F","SI1",62.2,58,8435,7.27,7.29,4.53,0.780996246961877
"22649",1.54,"Ideal","D","SI1",63,54,NA,7.33,7.28,4.6,0.0128920241259038
"22650",1.01,"Good","E","VVS1",63.1,57,5890,6.36,6.39,4.02,0.876132287783548
"22651",1.51,"Good","E","SI1",63.5,57,5510,7.23,7.28,4.61,0.582761664874852
"22652",1.72,"Very Good","G","SI2",62.4,59,6332,7.63,7.67,4.77,0.125001534819603
"22653",1.53,"Ideal","E","SI2",61,55,12658,7.44,7.5,4.55,0.698476312682033
"22654",1.1,"Very Good","F","VVS1",59.8,54,6860,6.74,6.77,4.04,0.4989766725339
"22655",1.82,"Very Good","I","SI2",62.3,60,7812,7.71,7.76,4.82,0.209207486594096
"22656",1.56,"Premium","H","VS2",62.5,59,8241,7.3,7.33,4.57,0.6819976370316
"22657",1.54,"Premium","H","VS2",61.8,59,9408,7.35,7.4,4.56,0.203307940857485
"22658",1.14,"Ideal","E","VVS2",62.3,55,14138,6.71,6.68,4.17,0.852894422132522
"22659",1.01,"Very Good","E","VVS1",62.3,56,NA,6.41,6.47,4.01,0.0107845033053309
"22660",1.21,"Premium","D","VS1",62.6,56,9015,6.83,6.74,4.25,0.492576082237065
"22661",1.55,"Very Good","G","SI1",59.2,59,6516,7.51,7.59,4.47,0.559326368384063
"22662",1.26,"Ideal","F","VS2",61.5,56,14328,6.97,7.01,4.3,0.608189165126532
"22663",1.04,"Ideal","D","VS1",61.6,57,13929,6.52,6.56,4.03,0.459324167808518
"22664",1.83,"Premium","J","SI1",60.4,58,9674,7.96,7.94,4.8,0.910860250005499
"22665",1.02,"Very Good","E","IF",63.5,58,6832,6.43,6.33,4.05,0.145172868855298
"22666",1.55,"Very Good","I","VS1",59,58,7754,7.56,7.63,4.48,0.316054529277608
"22667",1.31,"Ideal","E","VS1",61.7,55,14148,7.11,7.05,4.37,0.706320202210918
"22668",2.01,"Fair","I","SI2",66.9,58,3178,7.93,7.69,5.21,0.189853472867981
"22669",1.53,"Premium","D","SI1",61.6,58,8981,7.35,7.42,4.55,0.914820163277909
"22670",1.28,"Premium","G","VVS2",62.1,58,9907,6.96,6.91,4.31,0.449455373454839
"22671",2.38,"Premium","J","SI2",60.6,59,9799,8.66,8.63,5.24,0.317014141241089
"22672",1.22,"Very Good","F","VVS2",60.7,62,7107,6.81,6.84,4.14,0.698153108358383
"22673",1.26,"Ideal","G","VVS1",62.1,57,NA,6.91,7.01,4.32,0.0648520824033767
"22674",1.63,"Very Good","H","SI1",62.5,58,7512,7.47,7.55,4.69,0.234485690481961
"22675",1.24,"Ideal","G","VVS1",62.3,56,14378,6.86,6.89,4.28,0.188361112959683
"22676",1.5,"Ideal","H","SI1",61.3,57,12396,7.38,7.4,4.53,0.434711911715567
"22677",1.44,"Ideal","D","SI1",63,55,13594,7.23,7.18,4.54,0.241370245115831
"22678",1.29,"Ideal","F","VS1",62.3,54.4,12085,6.93,7,4.34,0.506917323218659
"22679",1.75,"Very Good","H","SI2",60.8,60,6871,7.72,7.8,4.72,0.434819182846695
"22680",1.56,"Ideal","H","SI1",62.4,54,11886,7.48,7.43,4.65,0.930366114713252
"22681",0.38,"Ideal","J","VVS2",61.4,56,10217,4.68,4.7,2.88,0.123510329751298
"22682",0.38,"Ideal","J","VVS2",62,55,12622,4.67,4.69,2.9,0.17700983537361
"22683",0.4,"Ideal","E","SI2",61.9,58,12849,4.71,4.73,2.92,0.650707032997161
"22684",0.4,"Ideal","E","SI2",61.3,56,10428,4.75,4.78,2.92,0.204859889112413
"22685",0.4,"Ideal","E","SI2",61,58,12181,4.76,4.78,2.91,0.550753432326019
"22686",0.4,"Ideal","E","SI2",62.1,53,11817,4.75,4.78,2.96,0.679171762429178
"22687",0.38,"Ideal","G","SI1",61,57,10718,4.66,4.71,2.86,0.173255235189572
"22688",0.43,"Good","J","SI2",63.7,57,4174,4.79,4.76,3.04,0.57523633283563
"22689",0.36,"Premium","F","VS2",62,59,9729,4.51,4.56,2.81,0.549142639618367
"22690",0.3,"Very Good","G","VS1",62.5,59,7741,4.32,4.25,2.68,0.945855113212019
"22691",0.36,"Ideal","F","VS2",61.5,55,NA,4.57,4.6,2.82,0.0808641167823225
"22692",0.29,"Very Good","E","VVS1",60.9,61,6952,4.23,4.27,2.59,0.92220205697231
"22693",0.38,"Very Good","I","VVS1",62.6,59,7069,4.6,4.64,2.89,0.533768345601857
"22694",0.32,"Very Good","E","VS1",64,56,6932,4.33,4.36,2.78,0.426814166130498
"22695",0.4,"Very Good","G","SI2",62.9,57,NA,4.68,4.7,2.95,0.0256589257624
"22696",0.31,"Ideal","H","VVS2",62.3,54,10870,4.36,4.38,2.72,0.871447297744453
"22697",0.3,"Premium","G","VS2",59.3,59,9416,4.42,4.38,2.61,0.300584975630045
"22698",0.35,"Ideal","I","VS2",62.5,57,13828,4.53,4.5,2.82,0.911227540578693
"22699",0.35,"Premium","H","SI1",61,62,8233,4.56,4.52,2.77,0.890596895013005
"22700",0.35,"Good","E","SI2",63.9,55,5826,4.5,4.48,2.87,0.474512628745288
"22701",0.3,"Ideal","J","VS2",61.9,56,14064,4.33,4.3,2.67,0.875057546189055
"22702",0.3,"Fair","E","SI1",64.5,49,3773,4.28,4.25,2.75,0.43270125403069
"22703",0.35,"Ideal","H","SI1",62.3,57,12152,4.55,4.5,2.82,0.438181539531797
"22704",0.3,"Ideal","G","VS2",60.8,57,12855,4.38,4.33,2.65,0.342267046449706
"22705",0.34,"Ideal","F","SI1",59.4,57,11817,4.58,4.54,2.71,0.218536901520565
"22706",0.35,"Ideal","I","VS2",59.8,57,10670,4.6,4.59,2.75,0.698335219873115
"22707",0.35,"Premium","I","VS2",62.9,57,NA,4.53,4.5,2.84,0.0858737623784691
"22708",0.35,"Premium","H","SI1",60,61,8956,4.6,4.57,2.75,0.221141910646111
"22709",0.35,"Very Good","H","SI1",63.1,58,6911,4.51,4.46,2.83,0.567454119445756
"22710",0.35,"Ideal","E","SI2",61.7,56,12112,4.55,4.53,2.8,0.28287375275977
"22711",2.06,"Ideal","I","SI2",61.4,57,NA,8.22,8.18,5.03,0.00135770183987916
"22712",1.53,"Premium","I","VS1",62.4,59,8561,7.3,7.34,4.57,0.823889057384804
"22713",1.78,"Very Good","D","SI2",63.4,60,7852,7.67,7.61,4.85,0.794806210789829
"22714",1.23,"Very Good","E","VS1",61.5,58,6664,6.88,6.93,4.25,0.352932130917907
"22715",1.5,"Very Good","D","SI2",64,56,7527,7.17,7.23,4.61,0.376029876526445
"22716",1.01,"Premium","D","VVS2",62.4,58,8631,6.39,6.44,4,0.209847362246364
"22717",1.33,"Ideal","G","VS1",59.9,57.3,12421,7.16,7.21,4.3,0.123938539298251
"22718",1.64,"Ideal","F","SI2",61.4,57,13710,7.55,7.59,4.65,0.713957878295332
"22719",1.42,"Ideal","G","VS2",62.6,57,14631,7.19,7.15,4.49,0.729924031533301
"22720",1.67,"Premium","I","VS2",61.9,56,9256,7.64,7.6,4.72,0.56338257342577
"22721",1.58,"Premium","H","SI1",61.5,59,9980,7.47,7.45,4.59,0.653450775425881
"22722",1.58,"Ideal","H","SI1",61.4,56,14651,7.53,7.46,4.6,0.785411587916315
"22723",1.56,"Ideal","H","SI1",62.1,56,12701,7.44,7.46,4.63,0.418428919743747
"22724",1.51,"Premium","G","SI1",61.6,59,8064,7.32,7.3,4.5,0.912542131496593
"22725",1.54,"Ideal","D","SI2",61.6,57,NA,7.4,7.44,4.57,0.0413364118430763
"22726",1.13,"Ideal","F","VVS2",62.1,54,11154,6.67,6.71,4.16,0.79288427834399
"22727",1.51,"Premium","H","VS1",62.4,60,8539,7.27,7.34,4.56,0.812090801773593
"22728",1.5,"Premium","I","VVS2",59.7,60,8528,7.62,7.46,4.5,0.512907201657072
"22729",1.19,"Ideal","F","VVS2",60.8,57,10798,6.85,6.83,4.16,0.137748160166666
"22730",1.72,"Premium","H","SI2",59.8,59,NA,7.77,7.74,4.64,0.0432228317949921
"22731",1.5,"Premium","H","VS2",61.6,55,8883,7.43,7.37,4.56,0.970341412816197
"22732",1,"Fair","D","VVS1",56.7,68,2294,6.66,6.64,3.77,0.231567011214793
"22733",1,"Premium","D","VVS1",62.9,58,9858,6.34,6.28,3.97,0.306063289521262
"22734",1.59,"Ideal","I","VS2",61.7,57,13736,7.47,7.52,4.62,0.708600859623402
"22735",2,"Fair","H","SI2",65.3,55,3685,7.88,7.79,5.12,0.933989348355681
"22736",1.66,"Ideal","E","SI2",62.7,56,NA,7.45,7.63,4.73,0.0668495481368154
"22737",1.15,"Ideal","F","VVS2",62.7,57,14088,6.69,6.65,4.18,0.297402347438037
"22738",1.54,"Premium","H","VS2",61.9,61,9185,7.41,7.33,4.56,0.600275412201881
"22739",1.01,"Very Good","E","VVS1",63.1,59,NA,6.34,6.31,3.99,9.27243381738663e-05
"22740",1.73,"Very Good","I","SI1",61.2,60,NA,7.65,7.67,4.69,0.0041299220174551
"22741",1.01,"Ideal","D","VVS2",61.7,57,11255,6.43,6.47,3.98,0.690699402242899
"22742",3.01,"Fair","H","I1",56.1,62,2797,9.54,9.38,5.31,0.610695115057752
"22743",1.51,"Ideal","H","VS2",62.5,55,10851,7.29,7.34,4.57,0.620579999405891
"22744",1.51,"Good","H","VS2",64.2,58.5,5599,7.16,7.22,4.62,0.1729811639525
"22745",1.3,"Premium","G","VVS2",60.2,58,8197,7.17,7.08,4.29,0.677373101003468
"22746",1.12,"Ideal","F","VVS2",61.3,57,11261,6.67,6.7,4.1,0.463784954510629
"22747",1.78,"Premium","E","SI2",60.5,59,NA,7.89,7.8,4.75,0.0267705381847918
"22748",1.5,"Very Good","F","SI1",62.6,60,NA,7.18,7.27,4.52,0.0436470787972212
"22749",1.5,"Good","F","SI1",63.4,58,5359,7.16,7.2,4.55,0.214835338294506
"22750",1.56,"Premium","G","SI1",58.8,57,8610,7.68,7.62,4.5,0.223452153615654
"22751",1.52,"Premium","E","SI1",62.4,59,9232,7.34,7.37,4.59,0.457749590976164
"22752",1.54,"Good","H","VS1",63.1,57,5479,7.34,7.4,4.65,0.11579355574213
"22753",1.12,"Ideal","E","VVS2",60.6,57,12616,6.77,6.66,4.07,0.818449895363301
"22754",1.34,"Very Good","F","VS1",59.7,60,6171,7.17,7.2,4.29,0.19541197293438
"22755",2.01,"Fair","H","SI2",65.3,56,NA,7.95,7.86,5.16,0.0434647155925632
"22756",2.01,"Fair","H","SI2",66.7,56,3101,7.8,7.76,5.19,0.379873327678069
"22757",2.01,"Very Good","H","SI2",63.3,60,NA,7.84,7.77,4.94,0.079449977260083
"22758",1.02,"Premium","D","VVS2",61.4,58,8353,6.46,6.43,3.96,0.480639578774571
"22759",1.51,"Premium","H","VS1",62.1,58,8037,7.32,7.26,4.53,0.13137003290467
"22760",1.5,"Ideal","E","SI1",62.6,56,14060,7.27,7.3,4.56,0.684236976783723
"22761",1.71,"Ideal","J","VS1",62.4,56,12534,7.63,7.59,4.75,0.919897687621415
"22762",1.29,"Very Good","E","VS1",61.8,57,7063,6.99,6.93,4.3,0.805410832399502
"22763",1.51,"Ideal","E","SI2",61.9,56,NA,7.36,7.31,4.54,0.070982760284096
"22764",1.14,"Ideal","F","VVS2",61.9,57,10001,6.73,6.68,4.15,0.236964052775875
"22765",1.2,"Ideal","G","VVS1",63.1,56,12223,6.74,6.7,4.24,0.621913391165435
"22766",1.04,"Ideal","F","IF",61.8,55,12934,6.49,6.56,4.03,0.368634116835892
"22767",1.26,"Ideal","G","VVS1",61.1,57,14379,7.02,6.98,4.28,0.168951858999208
"22768",1.01,"Ideal","E","VVS1",61.8,54,12151,6.43,6.49,3.99,0.102471511578187
"22769",1.4,"Very Good","F","VS2",60,58,7205,7.24,7.29,4.36,0.718476898735389
"22770",1.61,"Good","E","SI2",60.9,62,4514,7.46,7.57,4.58,0.729173855856061
"22771",1.53,"Ideal","I","VS1",62.8,55,11229,7.4,7.35,4.63,0.980341476853937
"22772",1.7,"Good","I","SI1",59.3,58,5503,7.72,7.77,4.59,0.979476492153481
"22773",1.35,"Ideal","D","VS2",61.3,57,12668,7.13,7.09,4.36,0.795273523777723
"22774",1.01,"Ideal","D","VVS2",60.6,56,11271,6.53,6.48,3.94,0.247206508880481
"22775",1.01,"Premium","D","VVS2",61.6,58,8088,6.44,6.39,3.95,0.830594066763297
"22776",1.86,"Very Good","J","VS2",62.5,55,NA,7.81,7.9,4.91,0.0188238655682653
"22777",1.6,"Ideal","E","SI2",62.7,53.9,12322,7.43,7.49,4.68,0.309844898991287
"22778",1.01,"Very Good","D","VVS2",63,56,7719,6.35,6.41,4.02,0.242555406643078
"22779",1.01,"Very Good","F","IF",59.2,60,6279,6.48,6.59,3.87,0.548644388560206
"22780",1.68,"Ideal","I","VS2",62.1,57,11251,7.6,7.54,4.7,0.101806930731982
"22781",1.45,"Premium","D","SI1",62.2,58,8807,7.12,7.03,4.4,0.331259682541713
"22782",1.29,"Premium","F","VS1",61.3,61,9163,7.05,6.95,4.29,0.471927178557962
"22783",1.67,"Ideal","I","VS1",61.2,57,13510,7.69,7.66,4.7,0.461901938309893
"22784",1.04,"Ideal","F","VVS2",61.6,57,11526,6.47,6.51,4,0.381734561175108
"22785",1.27,"Ideal","G","VVS1",61.7,56,12985,6.9,7.03,4.3,0.799547818955034
"22786",1.29,"Ideal","G","VVS2",62.4,57,11911,6.97,6.94,4.34,0.240316848270595
"22787",1.7,"Very Good","J","VVS1",62.9,60,6567,7.56,7.61,4.77,0.28859643288888
"22788",1.16,"Premium","F","VVS1",60.4,60,9273,6.9,6.77,4.13,0.998531213728711
"22789",1.2,"Ideal","G","VVS2",62.3,54,11826,6.82,6.86,4.26,0.43056208640337
"22790",1.62,"Premium","H","SI1",61.3,60,8073,7.48,7.53,4.6,0.128182711079717
"22791",1.32,"Premium","F","VS2",62.2,58,9980,7.03,6.95,4.35,0.586888720979914
"22792",1.51,"Premium","I","VVS2",61.1,60,8891,7.36,7.33,4.49,0.795664303004742
"22793",1.51,"Good","H","VS1",58.2,58,4267,7.49,7.56,4.38,0.860136344563216
"22794",1.5,"Premium","E","SI1",61.3,59,8230,7.39,7.25,4.49,0.415328005794436
"22795",1.51,"Ideal","I","VVS2",61.6,58,12258,7.35,7.4,4.54,0.22673581680283
"22796",1.71,"Ideal","J","VS1",61.6,57,10267,7.67,7.62,4.71,0.693491533165798
"22797",1.51,"Very Good","H","VS2",63.5,60,NA,7.27,7.24,4.61,0.0314283350016922
"22798",1.74,"Very Good","I","SI1",58.7,60,NA,7.84,7.9,4.62,0.0982313300482929
"22799",1.22,"Ideal","E","VS1",61.8,56,13432,6.84,6.88,4.24,0.780352094909176
"22800",1.6,"Very Good","I","VS1",58.6,58,7091,7.66,7.72,4.51,0.643219832330942
"22801",1.52,"Premium","I","VVS2",61.6,58,8590,7.37,7.41,4.55,0.834277033340186
"22802",1.51,"Premium","I","VVS1",61,61,8428,7.47,7.34,4.52,0.586601504590362
"22803",1.04,"Ideal","F","VVS1",61.6,55,12768,6.5,6.53,4.02,0.864790170453489
"22804",2.02,"Ideal","H","SI2",62.1,57,10375,8.13,8.09,5.04,0.251004105899483
